mesh1, mesh2, method, is_rotx, is_roty, is_rotz, is_simple, is_v, value
apple2_lowres,horse2_lowres,none,false,true,false,false,true,1.48162
apple2_lowres,horse2_lowres,poisson,false,true,false,false,false,3.39217
apple2_lowres,horse2_lowres,poisson,false,true,false,false,true,1.58322
apple2_lowres,male_lowres,direct,false,true,false,false,false,1.76604
apple2_lowres,male_lowres,direct,false,true,false,false,true,1.38105
apple2_lowres,male_lowres,none,false,true,false,false,false,1.76604
apple2_lowres,male_lowres,none,false,true,false,false,true,1.38105
apple2_lowres,orange2_lowres,direct,false,true,false,false,false,1.54865
apple2_lowres,orange2_lowres,direct,false,true,false,false,true,1.16897
apple2_lowres,orange2_lowres,none,false,true,false,false,false,1.54865
apple2_lowres,orange2_lowres,none,false,true,false,false,true,1.16897
apple2_lowres,pear2_lowres,direct,false,true,false,false,false,1.6209
apple2_lowres,pear2_lowres,direct,false,true,false,false,true,1.03081
apple2_lowres,pear2_lowres,none,false,true,false,false,false,1.6209
apple2_lowres,pear2_lowres,none,false,true,false,false,true,1.03081
apple2_lowres,pear2_lowres,poisson,false,true,false,false,false,1.86785
apple2_lowres,pear2_lowres,poisson,false,true,false,false,true,1.08306
apple2_lowres,shark2_lowres,direct,false,true,false,false,false,1.66171
apple2_lowres,shark2_lowres,direct,false,true,false,false,true,1.33065
apple2_lowres,shark2_lowres,none,false,true,false,false,false,1.66171
apple2_lowres,shark2_lowres,none,false,true,false,false,true,1.33065
apple2_lowres,stone_long_lowres,direct,false,true,false,false,false,1.68519
apple2_lowres,stone_long_lowres,direct,false,true,false,false,true,1.03995
apple2_lowres,stone_long_lowres,none,false,true,false,false,false,1.68519
apple2_lowres,stone_long_lowres,none,false,true,false,false,true,1.03995
apple2_lowres,stone_round_lowres,direct,false,true,false,false,false,1.63816
apple2_lowres,stone_round_lowres,direct,false,true,false,false,true,1.06952
apple2_lowres,stone_round_lowres,none,false,true,false,false,false,1.63816
apple2_lowres,stone_round_lowres,none,false,true,false,false,true,1.06952
apple2_lowres,stone_round_lowres,poisson,false,true,false,false,false,1.97749
apple2_lowres,stone_round_lowres,poisson,false,true,false,false,true,1.82088
apple2_lowres,banana3_lowres,direct,false,false,true,false,false,2.00919
apple2_lowres,banana3_lowres,direct,false,false,true,false,true,1.41525
apple2_lowres,banana3_lowres,none,false,false,true,false,false,2.00919
apple2_lowres,banana3_lowres,none,false,false,true,false,true,1.41525
apple2_lowres,banana3_lowres,poisson,false,false,true,false,false,3.37618
apple2_lowres,banana3_lowres,poisson,false,false,true,false,true,1.48721
apple2_lowres,female_lowres,direct,false,false,true,false,false,1.82756
apple2_lowres,female_lowres,direct,false,false,true,false,true,1.36835
apple2_lowres,female_lowres,none,false,false,true,false,false,1.82756
apple2_lowres,female_lowres,none,false,false,true,false,true,1.36835
apple2_lowres,fish2_lowres,direct,false,false,true,false,false,2.35589
apple2_lowres,fish2_lowres,direct,false,false,true,false,true,1.24966
apple2_lowres,fish2_lowres,none,false,false,true,false,false,2.35589
apple2_lowres,fish2_lowres,none,false,false,true,false,true,1.24966
apple2_lowres,fish2_lowres,poisson,false,false,true,false,false,6.79483
apple2_lowres,fish2_lowres,poisson,false,false,true,false,true,1.69741
apple2_lowres,fixed_deer3_lowres,direct,false,false,true,false,false,1.74847
apple2_lowres,fixed_deer3_lowres,direct,false,false,true,false,true,1.31192
apple2_lowres,fixed_deer3_lowres,none,false,false,true,false,false,1.74847
apple2_lowres,fixed_deer3_lowres,none,false,false,true,false,true,1.31192
apple2_lowres,horse2_lowres,direct,false,false,true,false,false,2.31175
apple2_lowres,horse2_lowres,direct,false,false,true,false,true,1.46187
apple2_lowres,horse2_lowres,none,false,false,true,false,false,2.31175
apple2_lowres,horse2_lowres,none,false,false,true,false,true,1.46187
apple2_lowres,horse2_lowres,poisson,false,false,true,false,false,2.7585
apple2_lowres,horse2_lowres,poisson,false,false,true,false,true,1.63113
apple2_lowres,male_lowres,none,false,false,true,false,false,1.77291
apple2_lowres,male_lowres,none,false,false,true,false,true,1.36112
apple2_lowres,orange2_lowres,direct,false,false,true,false,false,1.80914
apple2_lowres,orange2_lowres,direct,false,false,true,false,true,1.09248
apple2_lowres,orange2_lowres,none,false,false,true,false,false,1.80914
apple2_lowres,orange2_lowres,none,false,false,true,false,true,1.09248
apple2_lowres,orange2_lowres,poisson,false,false,true,false,false,1.66202
apple2_lowres,orange2_lowres,poisson,false,false,true,false,true,1.20631
apple2_lowres,pear2_lowres,direct,false,false,true,false,false,1.55072
apple2_lowres,pear2_lowres,direct,false,false,true,false,true,0.986099
apple2_lowres,pear2_lowres,none,false,false,true,false,false,1.55072
apple2_lowres,pear2_lowres,none,false,false,true,false,true,0.986099
apple2_lowres,shark2_lowres,direct,false,false,true,false,false,1.72035
apple2_lowres,shark2_lowres,direct,false,false,true,false,true,1.30349
apple2_lowres,shark2_lowres,none,false,false,true,false,false,1.72035
apple2_lowres,shark2_lowres,none,false,false,true,false,true,1.30349
apple2_lowres,stone_long_lowres,direct,false,false,true,false,false,1.71786
apple2_lowres,stone_long_lowres,direct,false,false,true,false,true,1.05567
apple2_lowres,stone_long_lowres,none,false,false,true,false,false,1.71786
apple2_lowres,stone_long_lowres,none,false,false,true,false,true,1.05567
apple2_lowres,stone_long_lowres,poisson,false,false,true,false,false,2.09964
apple2_lowres,stone_long_lowres,poisson,false,false,true,false,true,1.1439
apple2_lowres,stone_round_lowres,direct,false,false,true,false,false,1.58669
apple2_lowres,stone_round_lowres,direct,false,false,true,false,true,1.09159
apple2_lowres,stone_round_lowres,none,false,false,true,false,false,1.58669
apple2_lowres,stone_round_lowres,none,false,false,true,false,true,1.09159
banana3_lowres,female_lowres,direct,false,false,false,false,false,2.27102
banana3_lowres,female_lowres,direct,false,false,false,false,true,1.97434
banana3_lowres,female_lowres,none,false,false,false,false,false,2.27102
banana3_lowres,female_lowres,none,false,false,false,false,true,1.97434
banana3_lowres,fish2_lowres,direct,false,false,false,false,false,3.33509
banana3_lowres,fish2_lowres,direct,false,false,false,false,true,1.35063
banana3_lowres,fish2_lowres,none,false,false,false,false,false,3.33509
banana3_lowres,fish2_lowres,none,false,false,false,false,true,1.35063
banana3_lowres,fish2_lowres,poisson,false,false,false,false,false,2.97588
banana3_lowres,fish2_lowres,poisson,false,false,false,false,true,1.13344
banana3_lowres,fixed_deer3_lowres,direct,false,false,false,false,false,1.97634
banana3_lowres,fixed_deer3_lowres,direct,false,false,false,false,true,2.25383
banana3_lowres,fixed_deer3_lowres,none,false,false,false,false,false,1.97634
banana3_lowres,fixed_deer3_lowres,none,false,false,false,false,true,2.25383
banana3_lowres,horse2_lowres,direct,false,false,false,false,false,2.39423
banana3_lowres,horse2_lowres,direct,false,false,false,false,true,1.39254
banana3_lowres,horse2_lowres,none,false,false,false,false,false,2.39423
banana3_lowres,horse2_lowres,none,false,false,false,false,true,1.39254
banana3_lowres,horse2_lowres,poisson,false,false,false,false,false,2.30291
banana3_lowres,horse2_lowres,poisson,false,false,false,false,true,1.34757
banana3_lowres,male_lowres,direct,false,false,false,false,false,2.33641
banana3_lowres,male_lowres,direct,false,false,false,false,true,2.09946
banana3_lowres,male_lowres,none,false,false,false,false,false,2.33641
banana3_lowres,male_lowres,none,false,false,false,false,true,2.09946
banana3_lowres,orange2_lowres,direct,false,false,false,false,false,2.18081
banana3_lowres,orange2_lowres,direct,false,false,false,false,true,1.41804
banana3_lowres,orange2_lowres,none,false,false,false,false,false,2.18081
banana3_lowres,orange2_lowres,none,false,false,false,false,true,1.41804
banana3_lowres,orange2_lowres,poisson,false,false,false,false,false,2.44704
banana3_lowres,orange2_lowres,poisson,false,false,false,false,true,1.44208
banana3_lowres,pear2_lowres,direct,false,false,false,false,false,2.10113
banana3_lowres,pear2_lowres,direct,false,false,false,false,true,1.62271
banana3_lowres,pear2_lowres,none,false,false,false,false,false,2.10113
banana3_lowres,pear2_lowres,none,false,false,false,false,true,1.62271
banana3_lowres,pear2_lowres,poisson,false,false,false,false,false,3.18824
banana3_lowres,pear2_lowres,poisson,false,false,false,false,true,1.60193
banana3_lowres,shark2_lowres,direct,false,false,false,false,false,2.15093
banana3_lowres,shark2_lowres,direct,false,false,false,false,true,1.46259
banana3_lowres,shark2_lowres,none,false,false,false,false,false,2.15093
banana3_lowres,shark2_lowres,none,false,false,false,false,true,1.46259
banana3_lowres,stone_long_lowres,direct,false,false,false,false,false,2.46629
banana3_lowres,stone_long_lowres,direct,false,false,false,false,true,1.55528
banana3_lowres,stone_long_lowres,none,false,false,false,false,false,2.46629
banana3_lowres,stone_long_lowres,none,false,false,false,false,true,1.55528
banana3_lowres,stone_long_lowres,poisson,false,false,false,false,false,2.3357
banana3_lowres,stone_long_lowres,poisson,false,false,false,false,true,1.59146
banana3_lowres,stone_round_lowres,direct,false,false,false,false,false,2.31249
banana3_lowres,stone_round_lowres,direct,false,false,false,false,true,1.43739
banana3_lowres,stone_round_lowres,none,false,false,false,false,false,2.31249
banana3_lowres,stone_round_lowres,none,false,false,false,false,true,1.43739
banana3_lowres,female_lowres,direct,true,false,false,false,false,2.05886
banana3_lowres,female_lowres,direct,true,false,false,false,true,1.85274
banana3_lowres,female_lowres,none,true,false,false,false,false,2.05886
banana3_lowres,female_lowres,none,true,false,false,false,true,1.85274
banana3_lowres,fish2_lowres,direct,true,false,false,false,false,3.42578
banana3_lowres,fish2_lowres,direct,true,false,false,false,true,1.18874
banana3_lowres,fish2_lowres,none,true,false,false,false,false,3.42578
banana3_lowres,fish2_lowres,none,true,false,false,false,true,1.18874
banana3_lowres,fixed_deer3_lowres,direct,true,false,false,false,false,2.01013
banana3_lowres,fixed_deer3_lowres,direct,true,false,false,false,true,2.08094
banana3_lowres,fixed_deer3_lowres,none,true,false,false,false,false,2.01013
banana3_lowres,fixed_deer3_lowres,none,true,false,false,false,true,2.08094
banana3_lowres,horse2_lowres,direct,true,false,false,false,false,2.22096
banana3_lowres,horse2_lowres,direct,true,false,false,false,true,1.36399
banana3_lowres,horse2_lowres,none,true,false,false,false,false,2.22096
banana3_lowres,horse2_lowres,none,true,false,false,false,true,1.36399
banana3_lowres,horse2_lowres,poisson,true,false,false,false,false,3.23236
banana3_lowres,horse2_lowres,poisson,true,false,false,false,true,1.86064
banana3_lowres,male_lowres,direct,true,false,false,false,false,2.07606
banana3_lowres,male_lowres,direct,true,false,false,false,true,1.8746
banana3_lowres,male_lowres,none,true,false,false,false,false,2.07606
banana3_lowres,male_lowres,none,true,false,false,false,true,1.8746
banana3_lowres,orange2_lowres,direct,true,false,false,false,false,2.57937
banana3_lowres,orange2_lowres,direct,true,false,false,false,true,1.44286
banana3_lowres,orange2_lowres,none,true,false,false,false,false,2.57937
banana3_lowres,orange2_lowres,none,true,false,false,false,true,1.44286
banana3_lowres,orange2_lowres,poisson,true,false,false,false,false,2.27853
banana3_lowres,orange2_lowres,poisson,true,false,false,false,true,1.45011
banana3_lowres,pear2_lowres,direct,true,false,false,false,false,2.15342
banana3_lowres,pear2_lowres,direct,true,false,false,false,true,1.51219
banana3_lowres,pear2_lowres,none,true,false,false,false,false,2.15342
banana3_lowres,pear2_lowres,none,true,false,false,false,true,1.51219
banana3_lowres,pear2_lowres,poisson,true,false,false,false,false,3.98411
banana3_lowres,pear2_lowres,poisson,true,false,false,false,true,1.69122
banana3_lowres,shark2_lowres,direct,true,false,false,false,false,2.36264
banana3_lowres,shark2_lowres,direct,true,false,false,false,true,1.44685
banana3_lowres,shark2_lowres,none,true,false,false,false,false,2.36264
banana3_lowres,shark2_lowres,none,true,false,false,false,true,1.44685
banana3_lowres,stone_long_lowres,direct,true,false,false,false,false,2.47835
banana3_lowres,stone_long_lowres,direct,true,false,false,false,true,1.70262
banana3_lowres,stone_long_lowres,none,true,false,false,false,false,2.47835
banana3_lowres,stone_long_lowres,none,true,false,false,false,true,1.70262
banana3_lowres,stone_long_lowres,poisson,true,false,false,false,false,3.51472
banana3_lowres,stone_long_lowres,poisson,true,false,false,false,true,1.65407
banana3_lowres,stone_round_lowres,direct,true,false,false,false,false,2.38529
banana3_lowres,stone_round_lowres,direct,true,false,false,false,true,1.46
banana3_lowres,stone_round_lowres,none,true,false,false,false,false,2.38529
banana3_lowres,stone_round_lowres,none,true,false,false,false,true,1.46
banana3_lowres,stone_round_lowres,poisson,true,false,false,false,false,2.41097
banana3_lowres,stone_round_lowres,poisson,true,false,false,false,true,1.4761
banana3_lowres,female_lowres,direct,false,true,false,false,false,1.9279
banana3_lowres,female_lowres,direct,false,true,false,false,true,2.09357
banana3_lowres,female_lowres,none,false,true,false,false,false,1.9279
banana3_lowres,female_lowres,none,false,true,false,false,true,2.09357
banana3_lowres,fish2_lowres,direct,false,true,false,false,false,2.59042
banana3_lowres,fish2_lowres,direct,false,true,false,false,true,2.07568
banana3_lowres,fish2_lowres,none,false,true,false,false,false,2.59042
banana3_lowres,fish2_lowres,none,false,true,false,false,true,2.07568
banana3_lowres,fish2_lowres,poisson,false,true,false,false,false,11.2437
banana3_lowres,fish2_lowres,poisson,false,true,false,false,true,2.73383
banana3_lowres,fixed_deer3_lowres,direct,false,true,false,false,false,1.78089
banana3_lowres,fixed_deer3_lowres,direct,false,true,false,false,true,2.00396
banana3_lowres,fixed_deer3_lowres,none,false,true,false,false,false,1.78089
banana3_lowres,fixed_deer3_lowres,none,false,true,false,false,true,2.00396
banana3_lowres,horse2_lowres,direct,false,true,false,false,false,2.01925
banana3_lowres,horse2_lowres,direct,false,true,false,false,true,2.31639
banana3_lowres,horse2_lowres,none,false,true,false,false,false,2.01925
banana3_lowres,horse2_lowres,none,false,true,false,false,true,2.31639
banana3_lowres,horse2_lowres,poisson,false,true,false,false,false,2.79412
banana3_lowres,horse2_lowres,poisson,false,true,false,false,true,2.19665
banana3_lowres,male_lowres,direct,false,true,false,false,false,1.87641
banana3_lowres,male_lowres,direct,false,true,false,false,true,2.01728
banana3_lowres,male_lowres,none,false,true,false,false,false,1.90111
banana3_lowres,male_lowres,none,false,true,false,false,true,2.06239
banana3_lowres,orange2_lowres,direct,false,true,false,false,false,2.06261
banana3_lowres,orange2_lowres,direct,false,true,false,false,true,1.35262
banana3_lowres,orange2_lowres,none,false,true,false,false,false,2.06261
banana3_lowres,orange2_lowres,none,false,true,false,false,true,1.35262
banana3_lowres,orange2_lowres,poisson,false,true,false,false,false,2.24436
banana3_lowres,orange2_lowres,poisson,false,true,false,false,true,1.29715
banana3_lowres,pear2_lowres,direct,false,true,false,false,false,1.90703
banana3_lowres,pear2_lowres,direct,false,true,false,false,true,1.50438
banana3_lowres,pear2_lowres,none,false,true,false,false,false,1.90703
banana3_lowres,pear2_lowres,none,false,true,false,false,true,1.50438
banana3_lowres,shark2_lowres,direct,false,true,false,false,false,1.91916
banana3_lowres,shark2_lowres,direct,false,true,false,false,true,1.99495
banana3_lowres,shark2_lowres,none,false,true,false,false,false,1.91916
banana3_lowres,shark2_lowres,none,false,true,false,false,true,1.99495
banana3_lowres,stone_long_lowres,direct,false,true,false,false,false,2.4838
banana3_lowres,stone_long_lowres,direct,false,true,false,false,true,1.64229
banana3_lowres,stone_long_lowres,none,false,true,false,false,false,2.4838
banana3_lowres,stone_long_lowres,none,false,true,false,false,true,1.64229
banana3_lowres,stone_long_lowres,poisson,false,true,false,false,false,2.17559
banana3_lowres,stone_long_lowres,poisson,false,true,false,false,true,1.73486
banana3_lowres,stone_round_lowres,direct,false,true,false,false,false,2.50361
banana3_lowres,stone_round_lowres,direct,false,true,false,false,true,1.4157
banana3_lowres,stone_round_lowres,none,false,true,false,false,false,2.50361
banana3_lowres,stone_round_lowres,none,false,true,false,false,true,1.4157
banana3_lowres,stone_round_lowres,poisson,false,true,false,false,false,2.89701
banana3_lowres,stone_round_lowres,poisson,false,true,false,false,true,1.34912
banana3_lowres,female_lowres,direct,false,false,true,false,false,1.90828
banana3_lowres,female_lowres,direct,false,false,true,false,true,2.083
banana3_lowres,female_lowres,none,false,false,true,false,false,1.90828
banana3_lowres,female_lowres,none,false,false,true,false,true,2.083
banana3_lowres,fish2_lowres,direct,false,false,true,false,false,3.39406
banana3_lowres,fish2_lowres,direct,false,false,true,false,true,1.55358
banana3_lowres,fish2_lowres,none,false,false,true,false,false,3.39406
banana3_lowres,fish2_lowres,none,false,false,true,false,true,1.55358
banana3_lowres,fish2_lowres,poisson,false,false,true,false,false,2.7087
banana3_lowres,fish2_lowres,poisson,false,false,true,false,true,1.81756
banana3_lowres,fixed_deer3_lowres,direct,false,false,true,false,false,2.37293
banana3_lowres,fixed_deer3_lowres,direct,false,false,true,false,true,1.71348
banana3_lowres,fixed_deer3_lowres,none,false,false,true,false,false,2.37293
banana3_lowres,fixed_deer3_lowres,none,false,false,true,false,true,1.71348
banana3_lowres,fixed_deer3_lowres,poisson,false,false,true,false,false,2.3366
banana3_lowres,fixed_deer3_lowres,poisson,false,false,true,false,true,1.78676
banana3_lowres,horse2_lowres,direct,false,false,true,false,false,2.7375
banana3_lowres,horse2_lowres,direct,false,false,true,false,true,1.69928
banana3_lowres,horse2_lowres,none,false,false,true,false,false,2.7375
banana3_lowres,horse2_lowres,none,false,false,true,false,true,1.69928
banana3_lowres,male_lowres,direct,false,false,true,false,false,2.21109
banana3_lowres,male_lowres,direct,false,false,true,false,true,2.05146
banana3_lowres,male_lowres,none,false,false,true,false,false,2.21109
banana3_lowres,male_lowres,none,false,false,true,false,true,2.05146
banana3_lowres,orange2_lowres,direct,false,false,true,false,false,2.25209
banana3_lowres,orange2_lowres,direct,false,false,true,false,true,1.47144
banana3_lowres,orange2_lowres,none,false,false,true,false,false,2.25209
banana3_lowres,orange2_lowres,none,false,false,true,false,true,1.47144
banana3_lowres,orange2_lowres,poisson,false,false,true,false,false,2.53187
banana3_lowres,orange2_lowres,poisson,false,false,true,false,true,1.30942
banana3_lowres,pear2_lowres,direct,false,false,true,false,false,2.00915
banana3_lowres,pear2_lowres,direct,false,false,true,false,true,1.45635
banana3_lowres,pear2_lowres,none,false,false,true,false,false,2.00915
banana3_lowres,pear2_lowres,none,false,false,true,false,true,1.45635
banana3_lowres,pear2_lowres,poisson,false,false,true,false,false,6.3776
banana3_lowres,pear2_lowres,poisson,false,false,true,false,true,1.56241
banana3_lowres,shark2_lowres,direct,false,false,true,false,false,2.75544
banana3_lowres,shark2_lowres,direct,false,false,true,false,true,1.48457
banana3_lowres,shark2_lowres,none,false,false,true,false,false,2.75544
banana3_lowres,shark2_lowres,none,false,false,true,false,true,1.48457
banana3_lowres,stone_long_lowres,direct,false,false,true,false,false,2.34925
banana3_lowres,stone_long_lowres,direct,false,false,true,false,true,1.45087
banana3_lowres,stone_long_lowres,none,false,false,true,false,false,2.34925
banana3_lowres,stone_long_lowres,none,false,false,true,false,true,1.45087
banana3_lowres,stone_long_lowres,poisson,false,false,true,false,false,2.33832
banana3_lowres,stone_long_lowres,poisson,false,false,true,false,true,1.21993
banana3_lowres,stone_round_lowres,direct,false,false,true,false,false,2.49661
banana3_lowres,stone_round_lowres,direct,false,false,true,false,true,1.48557
banana3_lowres,stone_round_lowres,none,false,false,true,false,false,2.49661
banana3_lowres,stone_round_lowres,none,false,false,true,false,true,1.48557
female,male,none,false,false,false,false,false,2.20451
female_lowres,fish2_lowres,direct,false,false,false,false,false,2.36069
female_lowres,fish2_lowres,direct,false,false,false,false,true,2.30314
female_lowres,fish2_lowres,none,false,false,false,false,false,2.36069
female_lowres,fish2_lowres,none,false,false,false,false,true,2.30314
female_lowres,horse2_lowres,direct,false,false,false,false,false,2.45981
female_lowres,horse2_lowres,direct,false,false,false,false,true,2.20358
female_lowres,horse2_lowres,none,false,false,false,false,false,2.57742
female_lowres,horse2_lowres,none,false,false,false,false,true,1.90237
female_lowres,male_lowres,direct,false,false,false,false,false,2.26868
female_lowres,male_lowres,direct,false,false,false,false,true,6.27486
female_lowres,male_lowres,none,false,false,false,false,false,2.26868
female_lowres,male_lowres,none,false,false,false,false,true,6.27486
female_lowres,male_lowres,poisson,false,false,false,false,false,2.81555
female_lowres,male_lowres,poisson,false,false,false,false,true,2.29862
female_lowres,orange2_lowres,direct,false,false,false,false,false,1.90321
